;meta[language=en]
; id      |key(hex)|key(str)| text
2116568043||PotP_TROPHY_REPLACER1|ies
2116568044||PotP_TROPHY_REPLACER2|y
2116568045||PotP_PLURAL_REPLACER|s
;
2116568046||option_ProgressOnThePath_MeditationUpdate|<font color="#479c9d">Perform A Full Update       :    When Meditating</font>
2116568047||option_ProgressOnThePath_EnableHotKey|<font color="#479c9d">Perform A Full Update       :    Via Hotkey:</font> <font size="16"> (Default 'Numpad 5')</font>
;
2116568048||option_ProgressOnThePath_GlobalNotification_Size|<font color="#7FD8BE">Global Settings       :   Notification Font Size</font>
2116568049||option_ProgressOnThePath_GlobalNotification_Time|<font color="#7FD8BE">Global Settings       :   Notification Display Time</font> <font size="16">(Freq in seconds)</font>
2116568050||option_ProgressOnThePath_GlobalNotification_Font|<font color="#7FD8BE">Global Settings       :   Notification Text Colour</font>
;
2116568051||option_ProgressOnThePath_FullNotification_Quest|<font color="#FF7D63">Main Update Notification       :   Include Quest Updates</font>
2116568052||option_ProgressOnThePath_FullNotification_Event|<font color="#FF7D63">Main Update Notification       :   Include Random Event Updates</font>
2116568053||option_ProgressOnThePath_FullNotification_Gwent|<font color="#FF7D63">Main Update Notification       :   Include Gwent Card Updates</font>
2116568054||option_ProgressOnThePath_FullNotification_Items|<font color="#FF7D63">Main Update Notification       :   Include Item Updates</font>
2116568055||option_ProgressOnThePath_FullNotification_World|<font color="#FF7D63">Main Update Notification       :   Include Map Pin Updates</font>
2116568056||option_ProgressOnThePath_FullNotification_Nulls|<font color="#FF7D63">Main Update Notification       :   Show Null Updates</font> <font size="16">(Nothing To Update...)</font>
;
2116568058||ProgressOnThePath_FilterError|<br/><br/><br/><br/><br/><br/>Nothing to show<br/><br/>Check the active filters for this preview to show any incomplete entries
2116568059||ProgressOnThePath_FilterComplete|<br/><br/><br/><br/><br/><br/>All entries complete for this preview
;
2116568060||PotP_QuestPreviewMessage_T|~~ Quest Progress REPLACECOUNT ~~
2116568061||PotP_WorldPreviewMessage_T|~~ World Map Progress REPLACECOUNT ~~
2116568062||PotP_ItemsPreviewMessage_T|~~ Collectable Items Progress REPLACECOUNT ~~
2116568063||PotP_GwentPreviewMessage_T|~~ Gwent Card Progress REPLACECOUNT ~~
2116568064||PotP_MissablePreviewMessage_T|~~ Missable Quest Progress REPLACECOUNT ~~
;
2116568065||option_ProgressOnThePath_Preview_Comp|<font color="#7FD8BE">Global             :   Show Completed Entries</font>
2116568066||option_ProgressOnThePath_Preview_Igno|<font color="#7FD8BE">Global             :   Show Ignored Entries</font>
2116568067||option_ProgressOnThePath_Preview_Iden|<font color="#7FD8BE">Global             :   Show Entry UUID's</font>
;
2116568069||option_ProgressOnThePath_Preview_WArea|<font color="#8EA4C8">World Map     :   Filter By Region</font>
2116568070||preset_value_QT_Option_WArea_0|All Regions
2116568071||preset_value_QT_Option_WArea_1|White Orchard
2116568072||preset_value_QT_Option_WArea_2|Velen
2116568073||preset_value_QT_Option_WArea_3|Novigrad
2116568074||preset_value_QT_Option_WArea_4|Skellige
2116568075||preset_value_QT_Option_WArea_5|Toussaint
2116568076||preset_value_QT_Option_WArea_6|Kaer Morhen
;
2116568077||option_ProgressOnThePath_Preview|<font color="#7FD8BE">Global             :   Hotkey Opens</font> <font size="16"> (Default 'Numpad 6')</font>
2116568078||preset_value_QT_Option_Preview_0|Quest Progress
2116568079||preset_value_QT_Option_Preview_1|World Map Progress
2116568080||preset_value_QT_Option_Preview_2|Collectable Items Progress
2116568081||preset_value_QT_Option_Preview_3|Gwent Card Progress
2116568082||preset_value_QT_Option_Preview_4|Missable Quest Progress
;
2116568083||option_ProgressOnThePath_Preview_QArea|<font color="#C8566B">Quests             :   Filter By Region</font>
2116568084||preset_value_QT_Option_QArea_0|All Regions
2116568085||preset_value_QT_Option_QArea_1|White Orchard
2116568086||preset_value_QT_Option_QArea_2|Velen
2116568087||preset_value_QT_Option_QArea_3|Novigrad
2116568088||preset_value_QT_Option_QArea_4|Skellige
2116568089||preset_value_QT_Option_QArea_5|Toussaint
2116568090||preset_value_QT_Option_QArea_6|Kaer Morhen
2116568091||preset_value_QT_Option_QArea_7|Vizima
;
2116568092||option_ProgressOnThePath_Preview_IType|<font color="#DE8971">Items              :   Filter By Type</font>
2116568093||preset_value_QT_Option_IType_0|All Types
2116568094||preset_value_QT_Option_IType_1|Armor
2116568095||preset_value_QT_Option_IType_2|Boots
2116568096||preset_value_QT_Option_IType_3|Trousers
2116568097||preset_value_QT_Option_IType_4|Gloves
2116568098||preset_value_QT_Option_IType_5|Headgear
2116568099||preset_value_QT_Option_IType_6|Steel Swords
2116568100||preset_value_QT_Option_IType_7|Silver Swords
2116568101||preset_value_QT_Option_IType_8|Crossbows
2116568102||preset_value_QT_Option_IType_9|Trophies
;
2116568103||option_ProgressOnThePath_Preview_WType|<font color="#8EA4C8">World Map     :   Filter By Type</font>
2116568104||preset_value_QT_Option_WType_0|All Types
2116568105||preset_value_QT_Option_WType_1|Bandit Camps
2116568106||preset_value_QT_Option_WType_2|Monster Dens
2116568107||preset_value_QT_Option_WType_3|Monster Nests
2116568108||preset_value_QT_Option_WType_4|Places of Power
2116568109||preset_value_QT_Option_WType_5|Signposts
;
2116568110||option_ProgressOnThePath_Preview_QType|<font color="#C8566B">Quests             :   Filter By Type</font>
2116568111||preset_value_QT_Option_QType_0|All Types
2116568112||preset_value_QT_Option_QType_1|Random Events
2116568113||preset_value_QT_Option_QType_2|Main Quests
2116568114||preset_value_QT_Option_QType_3|Side Quests
2116568115||preset_value_QT_Option_QType_4|Contracts
2116568116||preset_value_QT_Option_QType_5|Scavenger Hunts
2116568117||preset_value_QT_Option_QType_6|Treasure Hunts
;
2116568118||option_ProgressOnThePath_Preview_GType|<font color="#DE8971">Gwent              :   Filter By Faction</font>
2116568119||preset_value_QT_Option_GType_0|All Factions
2116568120||preset_value_QT_Option_GType_1|Monsters
2116568121||preset_value_QT_Option_GType_2|Nilfgaard
2116568122||preset_value_QT_Option_GType_3|Northern Realms
2116568123||preset_value_QT_Option_GType_4|Scoia'tael
2116568124||preset_value_QT_Option_GType_5|Skellige
2116568125||preset_value_QT_Option_GType_6|Neutral Cards
;
2116568126||option_ProgressOnThePath_Preview_GArea|<font color="#DE8971">Gwent              :   Filter By Region</font>
2116568127||preset_value_QT_Option_GArea_0|All Regions
2116568128||preset_value_QT_Option_GArea_1|White Orchard
2116568129||preset_value_QT_Option_GArea_2|Velen
2116568130||preset_value_QT_Option_GArea_3|Novigrad
2116568131||preset_value_QT_Option_GArea_4|Skellige
2116568132||preset_value_QT_Option_GArea_5|Toussaint
2116568133||preset_value_QT_Option_GArea_6|Kaer Morhen
2116568134||preset_value_QT_Option_GArea_7|Vizima
;
2116568138||option_ProgressOnThePath_EventMapPins_ShowMapPins			|<font color="#F56C77">Event Map Pins          :   Show Map Pins</font>
2116568139||option_ProgressOnThePath_EventMapPins_MapPinDescription		|<font color="#F56C77">Event Map Pins          :   Show Descriptions</font>
2116568140||option_ProgressOnThePath_EventMapPins_MapPinRadius			|<font color="#F56C77">Event Map Pins          :   Map Pin Radius</font>
2116568141||option_ProgressOnThePath_EventMapPins_MapPinType			|<font color="#F56C77">Event Map Pins          :   Map Pin Type</font>
;
2116568142||preset_value_QT_Option_EventIconType_0|Quest Giver
2116568143||preset_value_QT_Option_EventIconType_1|Quest Giver (HOS)
2116568144||preset_value_QT_Option_EventIconType_2|Quest Giver (B&W)
2116568145||preset_value_QT_Option_EventIconType_3|Main Story Quest
2116568146||preset_value_QT_Option_EventIconType_4|Question Mark
;
2116568147||ProgressOnThePath_Default_MapPin_Name				|Random Event
2116568148||ProgressOnThePath_Default_MapPin_Description		|A Random Event Is Available At This Location
;
2116568149||preset_value_QT_Option_GlobalNotificationColour_0|Black (Default)
2116568150||preset_value_QT_Option_GlobalNotificationColour_1|<font color="#233067">Blue</font>
2116568151||preset_value_QT_Option_GlobalNotificationColour_2|<font color="#630F0F">Red</font>
2116568152||preset_value_QT_Option_GlobalNotificationColour_3|<font color="#084A23">Green</font>
2116568153||preset_value_QT_Option_GlobalNotificationColour_4|<font color="#431C53">Purple</font>
;
2116568154||UpdateProgressOnThePath|PotP: Update Progress Tracker
2116568155||DisplayProgressPreview|PotP: Preview Key
;
2116568156||panel_QT_Page_General|General
2116568157||panel_QT_Page_ProgressPreview|Preview
;
2116568158||ProgressOnThePath_TutorialBook1_Name|Updating The Tracker
2116568159||ProgressOnThePath_TutorialBook1_Desc|<font color="#CD7D03">Updating The Tracker:</font><br/>Progress on the Path is fully automatic and monitors gameplay completion using a system of background monitors while you are getting on with your whirling, twirling and bee hive burning.<br/><br/>Background monitoring comes with a few options in the Mod Menu for you to play with and customize to your liking. You are able to customize the frequency with which the background monitor will update the player and also suppress / enable notifications for the different tracking categories you are interested in being updated about. There are also several other ways Progress on the Path can be updated:<br/><br/><font color="#18B3F1">While Meditating</font> - With the 'Perform A Full Update When Meditating' option enabled, the tracker will perform a full update automatically when the player starts meditation, the update will only run once per meditation session.<br/><br/><font color="#18B3F1">Hotkey</font> - The update hotkey (Default NumPad 5) can be used to run a full update whenever you like, a notification will display on-screen after the update which can also be customized in the mod menu.
2116568160||ProgressOnThePath_TutorialBook2_Name|Progress Previews
2116568161||ProgressOnThePath_TutorialBook2_Desc|Progress Previews:</font><br/>You can preview your current completion progress by hitting the configurable hotkey (default Numpad 6) or by selecting one of the preview entries in the glossary section.<br/><br/>Depending on your settings in the mod menu, the previews will display the tracked entries with specific tags attached.<br/><br/>Missable entries will appear under their own sub category.<br/><br/>The <font color="#26CAD6">(Mod Added)</font> tag will be applied to all entries being dynamically tracked from supported mods.<br/><br/>The <font color="#C8566B">(In Progress)</font> tag will be applied to all quests that are active in the players journal.<br/><br/>The <font color="#A1EF7A">(Completed)</font> tag will be applied to all entries that have been completed / collected.<br/><br/>The <font color="#D7D23A">(Ignored)</font> tag will be applied to any entries that have been manually set as ignored. The mod will never automatically set an option to ignored, you can use this to hide / ignore entries you don't have any interest in.<br/><br/>The previews will also display the names of any filters you have enabled in the mod menu at the top of the preview under the header.
2116568162||ProgressOnThePath_TutorialBook3_Name|Item Tracking
2116568163||ProgressOnThePath_TutorialBook3_Desc|<font color="#CD7D03">Item Tracking:</font><br/>Progress on the Path supports dynamic tracking of over 350 rare, unique or otherwise difficult to find items as well as hundreds of Mod Added items available from the different supported mods.<br/><br/>The background monitoring system will evaluate all items as they are added to your inventory or stash and update them accordingly in the previews if they are collectable.<br/><br/>Dropping or selling collectable items will not affect their completion status in the tracker so feel free to do whatever you want with them after collecting them for the first time.<br/><br/><font color="#CD7D03">Gwent Card Tracking:</font><br/>Progress on the Path tracks all collectable Gwent Cards in its own preview message. As well as displaying a list of all cards, the preview also contains sublists categorizing the cards on how they are obtained.
2116568164||ProgressOnThePath_TutorialBook4_Name|Quest Tracking
2116568165||ProgressOnThePath_TutorialBook4_Desc|<font color="#CD7D03">Quest Tracking:</font><br/>Quest tracking is quite simple under the hood. The background monitoring system will automatically update tracked quests to their correct status as you start and complete them in the game.<br/><br/>If there is a quest you are not able to do due to in-game decisions or some other reason, you can manually toggle the quest as 'Completed' or 'Ignored' using console commands which will be explained in the 'Console Commands' Section.
2116568166||ProgressOnThePath_TutorialBook5_Name|World Map Tracking
2116568167||ProgressOnThePath_TutorialBook5_Desc|<font color="#CD7D03">World Map Tracking:</font><br/>World Map Tracking does exactly what the name suggests, as you play and discover signposts, blow up monster nests and gorge on places of power, the background monitoring system will update them and show periodic notifications (if enabled) telling you what's updating as your playing.
2116568168||ProgressOnThePath_TutorialBook6_Name|Notifications
2116568169||ProgressOnThePath_TutorialBook6_Desc|<font color="#CD7D03">Notifications:</font><br/>Progress on the Path comes with quite a sophisticated Notification system. You can configure the text colour, font size and a few other things in the mod menu or just disable notifications all together if you're not interested in what's being updated.
2116568170||ProgressOnThePath_TutorialBook7_Name|Console Commands
2116568171||ProgressOnThePath_TutorialBook7_Desc|<font color="#CD7D03">Console Commands:</font><br/>Progress on the Path comes with a very handy console command to aid you as you are playing, the command is:<br/><br/>pt_changestatus()<br/><br/>As the name suggests, this command will allow you to change the status of any entry in any of the preview messages by simply passing a couple of parameters with the command.<br/><br/>The first parameter is the 'Unique Identifier' of the entry. This can be seen by enabling the 'Show Entry UUID's' option in the Mod Menu.<br/><br/>The second parameter is the new 'Status' you want the entry to adopt, you write this is an enum so it should be typed as completed, ignored, or left blank to restore the entry to its default 'Not Completed' status.<br/><br/>As an example:<br/><font color="#18B3F1">pt_changestatus(XD1452, ignored)</font> would update the entry to 'Ignored'<br/><font color="#18B3F1">pt_changestatus(XD1452, completed)</font> would update the entry to 'Completed'<br/><font color="#18B3F1">pt_changestatus(XD1452)</font> would revert the entry to 'Not Started'.
;
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;
2116568172||option_PotP_TrackingGroup_MainQuests_Prologue_01|Kaer Morhen
2116568173||option_PotP_TrackingGroup_MainQuests_Prologue_02|Lilac and Gooseberries
2116568174||option_PotP_TrackingGroup_MainQuests_Prologue_03|The Beast of White Orchard
2116568175||option_PotP_TrackingGroup_MainQuests_Prologue_04|The Incident at White Orchard
;
2116568176||option_PotP_TrackingGroup_MainQuests_Vizima_01|Imperial Audience
;
2116568177||option_PotP_TrackingGroup_MainQuests_VelenAct1_01|The Nilfgaardian Connection
2116568178||option_PotP_TrackingGroup_MainQuests_VelenAct1_02|Bloody Baron
2116568179||option_PotP_TrackingGroup_MainQuests_VelenAct1_03|Ciri's Story: The King of the Wolves
2116568180||option_PotP_TrackingGroup_MainQuests_VelenAct1_04|Family Matters
2116568181||option_PotP_TrackingGroup_MainQuests_VelenAct1_05|A Princess in Distress
2116568182||option_PotP_TrackingGroup_MainQuests_VelenAct1_06|Ciri's Story: The Race
2116568183||option_PotP_TrackingGroup_MainQuests_VelenAct1_07|Ciri's Story: Out of the Shadows
2116568184||option_PotP_TrackingGroup_MainQuests_VelenAct1_08|Hunting a Witch
2116568185||option_PotP_TrackingGroup_MainQuests_VelenAct1_09|Wandering in the Dark
2116568186||option_PotP_TrackingGroup_MainQuests_VelenAct1_10|Ladies of the Wood
2116568187||option_PotP_TrackingGroup_MainQuests_VelenAct1_11|The Whispering Hillock
2116568188||option_PotP_TrackingGroup_MainQuests_VelenAct1_12|Ciri's Story: Fleeing the Bog
;
2116568189||option_PotP_TrackingGroup_MainQuests_NovigradAct1_01|Pyres of Novigrad
2116568190||option_PotP_TrackingGroup_MainQuests_NovigradAct1_02|Novigrad Dreaming
2116568191||option_PotP_TrackingGroup_MainQuests_NovigradAct1_03|Broken Flowers
2116568192||option_PotP_TrackingGroup_MainQuests_NovigradAct1_04|Get Junior
2116568193||option_PotP_TrackingGroup_MainQuests_NovigradAct1_05|Ciri's Story: Visiting Junior
2116568194||option_PotP_TrackingGroup_MainQuests_NovigradAct1_06|Count Reuven's Treasure
2116568195||option_PotP_TrackingGroup_MainQuests_NovigradAct1_07|A Favor for Radovid
2116568196||option_PotP_TrackingGroup_MainQuests_NovigradAct1_08|The Play's the Thing
2116568197||option_PotP_TrackingGroup_MainQuests_NovigradAct1_09|A Poet Under Pressure
2116568198||option_PotP_TrackingGroup_MainQuests_NovigradAct1_10|Ciri's Story: Breakneck Speed
;
2116568199||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_01|Destination: Skellige
2116568200||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_02|The King is Dead – Long Live the King
2116568201||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_03|Echoes of the Past
2116568202||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_04|Missing Persons
2116568203||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_05|Nameless
2116568204||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_06|The Calm Before the Storm
2116568205||option_PotP_TrackingGroup_MainQuests_SkelligeAct1_07|A Mysterious Passenger
;
2116568206||option_PotP_TrackingGroup_MainQuests_Act2_01|Ugly Baby
2116568207||option_PotP_TrackingGroup_MainQuests_Act2_02|Disturbance
2116568208||option_PotP_TrackingGroup_MainQuests_Act2_03|To Bait a Forktail...
2116568209||option_PotP_TrackingGroup_MainQuests_Act2_04|The Final Trial
2116568210||option_PotP_TrackingGroup_MainQuests_Act2_05|No Place Like Home
2116568211||option_PotP_TrackingGroup_MainQuests_Act2_06|Va Fail, Elaine
2116568212||option_PotP_TrackingGroup_MainQuests_Act2_07|Brothers In Arms: Velen
2116568213||option_PotP_TrackingGroup_MainQuests_Act2_08|Brothers In Arms: Novigrad
2116568214||option_PotP_TrackingGroup_MainQuests_Act2_09|Brothers In Arms: Skellige
2116568215||option_PotP_TrackingGroup_MainQuests_Act2_10|Brothers In Arms: Nilfgaard
2116568216||option_PotP_TrackingGroup_MainQuests_Act2_11|The Isle of Mists
2116568217||option_PotP_TrackingGroup_MainQuests_Act2_12|The Battle of Kaer Morhen
2116568218||option_PotP_TrackingGroup_MainQuests_Act2_13|Blood on the Battlefield
;
2116568219||option_PotP_TrackingGroup_MainQuests_Act3_01|Bald Mountain
2116568220||option_PotP_TrackingGroup_MainQuests_Act3_02|Final Preparations
2116568221||option_PotP_TrackingGroup_MainQuests_Act3_03|Blindingly Obvious
2116568222||option_PotP_TrackingGroup_MainQuests_Act3_04|The Great Escape
2116568223||option_PotP_TrackingGroup_MainQuests_Act3_05|Payback
2116568224||option_PotP_TrackingGroup_MainQuests_Act3_06|Through Time and Space
2116568225||option_PotP_TrackingGroup_MainQuests_Act3_07|Battle Preparations
2116568226||option_PotP_TrackingGroup_MainQuests_Act3_08|The Sunstone
2116568227||option_PotP_TrackingGroup_MainQuests_Act3_09|Veni Vidi Vigo
2116568228||option_PotP_TrackingGroup_MainQuests_Act3_10|Child of the Elder Blood
2116568229||option_PotP_TrackingGroup_MainQuests_Act3_11|Skjall's Grave
2116568230||option_PotP_TrackingGroup_MainQuests_Act3_12|On Thin Ice
2116568231||option_PotP_TrackingGroup_MainQuests_Act3_13|Tedd Deireadh, The Final Age
2116568232||option_PotP_TrackingGroup_MainQuests_Act3_14|Something Ends, Something Begins
;
2116568233||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_01|Evil's Soft First Touches
2116568234||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_02|Dead Man's Party
2116568235||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_03|Open Sesame!
2116568236||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_04|Open Sesame: Witcher Seasonings
2116568237||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_05|Open Sesame: Breaking and Entering
2116568238||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_06|Open Sesame: The Safecracker
2116568239||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_07|Scenes From a Marriage
2116568240||option_PotP_TrackingGroup_MainQuests_HeartsOfStone_08|Whatsoever a Man Soweth...
;
2116568241||option_PotP_TrackingGroup_MainQuests_BloodAndWine_01|Envoys, Wineboys
2116568242||option_PotP_TrackingGroup_MainQuests_BloodAndWine_02|The Beast of Toussaint
2116568243||option_PotP_TrackingGroup_MainQuests_BloodAndWine_03|Blood Run
2116568244||option_PotP_TrackingGroup_MainQuests_BloodAndWine_04|La Cage au Fou
2116568245||option_PotP_TrackingGroup_MainQuests_BloodAndWine_05|Where Children Toil, Toys Waste Away
2116568246||option_PotP_TrackingGroup_MainQuests_BloodAndWine_06|Wine is Sacred
2116568247||option_PotP_TrackingGroup_MainQuests_BloodAndWine_07|The Man from Cintra
2116568248||option_PotP_TrackingGroup_MainQuests_BloodAndWine_08|Capture the Castle
2116568249||option_PotP_TrackingGroup_MainQuests_BloodAndWine_09|The Night of Long Fangs
2116568250||option_PotP_TrackingGroup_MainQuests_BloodAndWine_10|Beyond Hill and Dale...
2116568251||option_PotP_TrackingGroup_MainQuests_BloodAndWine_11|Blood Simple
2116568252||option_PotP_TrackingGroup_MainQuests_BloodAndWine_12|What Lies Unseen
2116568253||option_PotP_TrackingGroup_MainQuests_BloodAndWine_13|Tesham Mutna
2116568254||option_PotP_TrackingGroup_MainQuests_BloodAndWine_14|Pomp and Strange Circumstance
2116568255||option_PotP_TrackingGroup_MainQuests_BloodAndWine_15|Burlap is the New Stripe
2116568256||option_PotP_TrackingGroup_MainQuests_BloodAndWine_16|Be It Ever So Humble...
;
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;-----------------------------------------------------------------------------------------------------------------------------------------------------------------
;
2116568257||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_01|A Frying Pan, Spick and Span
2116568258||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_02|Epilogue: Faithful Friend <font size="17">(Empress Ending Only)</font>
2116568259||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_03|Missing in Action
2116568260||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_04|On Death's Bed
2116568261||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_05|Precious Cargo
2116568262||option_PotP_TrackingGroup_SideQuests_WhiteOrchard_06|Twisted Firestarter
;
2116568263||option_PotP_TrackingGroup_SideQuests_Velen_01|A Dog's Life
2116568264||option_PotP_TrackingGroup_SideQuests_Velen_02|A Favor for a Friend
2116568265||option_PotP_TrackingGroup_SideQuests_Velen_03|A Greedy God
2116568266||option_PotP_TrackingGroup_SideQuests_Velen_04|A Towerful of Mice
2116568267||option_PotP_TrackingGroup_SideQuests_Velen_05|An Invitation from Keira Metz
2116568268||option_PotP_TrackingGroup_SideQuests_Velen_06|Bitter Harvest
2116568269||option_PotP_TrackingGroup_SideQuests_Velen_07|Blood Ties
2116568270||option_PotP_TrackingGroup_SideQuests_Velen_08|Ciri's Room
2116568271||option_PotP_TrackingGroup_SideQuests_Velen_09|Death By Fire
2116568272||option_PotP_TrackingGroup_SideQuests_Velen_10|Defender of the Faith
2116568273||option_PotP_TrackingGroup_SideQuests_Velen_11|Fake Papers
2116568274||option_PotP_TrackingGroup_SideQuests_Velen_12|Fists of Fury: Velen
2116568275||option_PotP_TrackingGroup_SideQuests_Velen_13|Fools' Gold
2116568276||option_PotP_TrackingGroup_SideQuests_Velen_14|For the Advancement of Learning
2116568277||option_PotP_TrackingGroup_SideQuests_Velen_15|Forefathers' Eve
2116568278||option_PotP_TrackingGroup_SideQuests_Velen_16|Funeral Pyres
2116568279||option_PotP_TrackingGroup_SideQuests_Velen_17|Ghosts of the Past
2116568280||option_PotP_TrackingGroup_SideQuests_Velen_18|Gwent: Velen Players
2116568281||option_PotP_TrackingGroup_SideQuests_Velen_19|Hazardous Goods
2116568282||option_PotP_TrackingGroup_SideQuests_Velen_20|Last Rites
2116568283||option_PotP_TrackingGroup_SideQuests_Velen_21|Love's Cruel Snares
2116568284||option_PotP_TrackingGroup_SideQuests_Velen_22|Lynch Mob
2116568285||option_PotP_TrackingGroup_SideQuests_Velen_23|Magic Lamp
2116568286||option_PotP_TrackingGroup_SideQuests_Velen_24|Races: Crow's Perch
2116568287||option_PotP_TrackingGroup_SideQuests_Velen_25|Return to Crookback Bog
2116568288||option_PotP_TrackingGroup_SideQuests_Velen_26|Take What You Want
2116568289||option_PotP_TrackingGroup_SideQuests_Velen_27|The Fall of the House of Reardon
2116568290||option_PotP_TrackingGroup_SideQuests_Velen_28|The Truth is in the Stars
2116568291||option_PotP_TrackingGroup_SideQuests_Velen_30|Thou Shalt Not Pass
2116568292||option_PotP_TrackingGroup_SideQuests_Velen_31|Where the Cat and Wolf Play...
2116568293||option_PotP_TrackingGroup_SideQuests_Velen_32|Wild at Heart
2116568294||option_PotP_TrackingGroup_SideQuests_Velen_33|Witcher Wannabe
2116568295||option_PotP_TrackingGroup_SideQuests_Velen_34|In the Eternal Fire's Shadow
2116568296||option_PotP_TrackingGroup_SideQuests_Velen_90|Little Sisters
;
2116568297||option_PotP_TrackingGroup_SideQuests_Novigrad_01|A Barnful of Trouble
