;meta[language=en]
; id      |key(hex)|key(str)| text
2116568092|0b65e26d||<font color="#DE8971">Items              :   Filter By Type</font>
2116568093|b4ef3d38||All Types
2116568094|b4ef3d39||Armor
2116568095|b4ef3d3a||Boots
2116568096|b4ef3d3b||Trousers
2116568097|b4ef3d3c||Gloves
2116568098|b4ef3d3d||Headgear
2116568099|b4ef3d3e||Steel Swords
2116568100|b4ef3d3f||Silver Swords
2116568101|b4ef3d40||Crossbows
2116568102|b4ef3d41||Trophies
2116568103|0c2b2b7b||<font color="#8EA4C8">World Map     :   Filter By Type</font>
2116568104|99867ac6||All Types
2116568105|99867ac7||Bandit Camps
2116568106|99867ac8||Monster Dens
2116568107|99867ac9||Monster Nests
2116568108|99867aca||Places of Power
2116568109|99867acb||Signposts
2116568110|0bd69e75||<font color="#C8566B">Quests             :   Filter By Type</font>
2116568111|5c211740||All Types
2116568112|5c211741||Random Events
2116568113|5c211742||Main Quests
2116568114|5c211743||Side Quests
2116568115|5c211744||Contracts
2116568116|5c211745||Scavenger Hunts
2116568117|5c211746||Treasure Hunts
2116568118|0b49b36b||<font color="#DE8971">Gwent              :   Filter By Faction</font>
2116568119|4b22c6b6||All Factions
2116568120|4b22c6b7||Monsters
2116568121|4b22c6b8||Nilfgaard
2116568122|4b22c6b9||Northern Realms
2116568123|4b22c6ba||Scoia'tael
2116568124|4b22c6bb||Skellige
2116568125|4b22c6bc||Neutral Cards
2116568126|0b40f4be||<font color="#DE8971">Gwent              :   Filter By Region</font>
2116568127|2a4eff49||All Regions
2116568128|2a4eff4a||White Orchard
2116568129|2a4eff4b||Velen
2116568130|2a4eff4c||Novigrad
2116568131|2a4eff4d||Skellige
2116568132|2a4eff4e||Toussaint
2116568133|2a4eff4f||Kaer Morhen
2116568134|2a4eff50||Vizima
2116568138|534cd15d||<font color="#F56C77">Event Map Pins          :   Show Map Pins</font>
2116568139|fee1e9c3||<font color="#F56C77">Event Map Pins          :   Show Descriptions</font>
2116568140|cf0d466b||<font color="#F56C77">Event Map Pins          :   Map Pin Radius</font>
2116568141|6ca40b53||<font color="#F56C77">Event Map Pins          :   Map Pin Type</font>
2116568142|1e4f4362||Quest Giver
2116568143|1e4f4363||Quest Giver (HOS)
2116568144|1e4f4364||Quest Giver (B&W)
2116568145|1e4f4365||Main Story Quest
2116568146|1e4f4366||Question Mark
2116568147|2fcfad5e||Random Event
2116568148|7b750dc9||A Random Event Is Available At This Location
2116568149|9351d2e7||Black (Default)
2116568150|9351d2e8||<font color="#233067">Blue</font>
2116568151|9351d2e9||<font color="#630F0F">Red</font>
2116568152|9351d2ea||<font color="#084A23">Green</font>
2116568153|9351d2eb||<font color="#431C53">Purple</font>
2116568154|40cba021||PotP: Update Progress Tracker
2116568155|23dccff9||PotP: Preview Key
2116568156|8e7a9799||General
2116568157|83ef12ac||Preview
2116568158|ab556075||Updating The Tracker
2116568159|ab50e47b||<font color="#CD7D03">Updating The Tracker:</font><br/>Progress on the Path is fully automatic and monitors gameplay completion using a system of background monitors while you are getting on with your whirling, twirling and bee hive burning.<br/><br/>Background monitoring comes with a few options in the Mod Menu for you to play with and customize to your liking. You are able to customize the frequency with which the background monitor will update the player and also suppress / enable notifications for the different tracking categories you are interested in being updated about. There are also several other ways Progress on the Path can be updated:<br/><br/><font color="#18B3F1">While Meditating</font> - With the 'Perform A Full Update When Meditating' option enabled, the tracker will perform a full update automatically when the player starts meditation, the update will only run once per meditation session.<br/><br/><font color="#18B3F1">Hotkey</font> - The update hotkey (Default NumPad 5) can be used to run a full update whenever you like, a notification will display on-screen after the update which can also be customized in the mod menu.
2116568160|ad0a3914||Progress Previews
2116568161|ad05bd1a||Progress Previews:</font><br/>You can preview your current completion progress by hitting the configurable hotkey (default Numpad 6) or by selecting one of the preview entries in the glossary section.<br/><br/>Depending on your settings in the mod menu, the previews will display the tracked entries with specific tags attached.<br/><br/>Missable entries will appear under their own sub category.<br/><br/>The <font color="#26CAD6">(Mod Added)</font> tag will be applied to all entries being dynamically tracked from supported mods.<br/><br/>The <font color="#C8566B">(In Progress)</font> tag will be applied to all quests that are active in the players journal.<br/><br/>The <font color="#A1EF7A">(Completed)</font> tag will be applied to all entries that have been completed / collected.<br/><br/>The <font color="#D7D23A">(Ignored)</font> tag will be applied to any entries that have been manually set as ignored. The mod will never automatically set an option to ignored, you can use this to hide / ignore entries you don't have any interest in.<br/><br/>The previews will also display the names of any filters you have enabled in the mod menu at the top of the preview under the header.
2116568162|aebf11b3||Item Tracking
2116568163|aeba95b9||<font color="#CD7D03">Item Tracking:</font><br/>Progress on the Path supports dynamic tracking of over 350 rare, unique or otherwise difficult to find items as well as hundreds of Mod Added items available from the different supported mods.<br/><br/>The background monitoring system will evaluate all items as they are added to your inventory or stash and update them accordingly in the previews if they are collectable.<br/><br/>Dropping or selling collectable items will not affect their completion status in the tracker so feel free to do whatever you want with them after collecting them for the first time.<br/><br/><font color="#CD7D03">Gwent Card Tracking:</font><br/>Progress on the Path tracks all collectable Gwent Cards in its own preview message. As well as displaying a list of all cards, the preview also contains sublists categorizing the cards on how they are obtained.
2116568164|b073ea52||Quest Tracking
2116568165|b06f6e58||<font color="#CD7D03">Quest Tracking:</font><br/>Quest tracking is quite simple under the hood. The background monitoring system will automatically update tracked quests to their correct status as you start and complete them in the game.<br/><br/>If there is a quest you are not able to do due to in-game decisions or some other reason, you can manually toggle the quest as 'Completed' or 'Ignored' using console commands which will be explained in the 'Console Commands' Section.
2116568166|b228c2f1||World Map Tracking
2116568167|b22446f7||<font color="#CD7D03">World Map Tracking:</font><br/>World Map Tracking does exactly what the name suggests, as you play and discover signposts, blow up monster nests and gorge on places of power, the background monitoring system will update them and show periodic notifications (if enabled) telling you what's updating as your playing.
2116568168|b3dd9b90||Notifications
2116568169|b3d91f96||<font color="#CD7D03">Notifications:</font><br/>Progress on the Path comes with quite a sophisticated Notification system. You can configure the text colour, font size and a few other things in the mod menu or just disable notifications all together if you're not interested in what's being updated.
2116568170|b592742f||Console Commands
2116568171|b58df835||<font color="#CD7D03">Console Commands:</font><br/>Progress on the Path comes with a very handy console command to aid you as you are playing, the command is:<br/><br/>pt_changestatus()<br/><br/>As the name suggests, this command will allow you to change the status of any entry in any of the preview messages by simply passing a couple of parameters with the command.<br/><br/>The first parameter is the 'Unique Identifier' of the entry. This can be seen by enabling the 'Show Entry UUID's' option in the Mod Menu.<br/><br/>The second parameter is the new 'Status' you want the entry to adopt, you write this is an enum so it should be typed as completed, ignored, or left blank to restore the entry to its default 'Not Completed' status.<br/><br/>As an example:<br/><font color="#18B3F1">pt_changestatus(XD1452, ignored)</font> would update the entry to 'Ignored'<br/><font color="#18B3F1">pt_changestatus(XD1452, completed)</font> would update the entry to 'Completed'<br/><font color="#18B3F1">pt_changestatus(XD1452)</font> would revert the entry to 'Not Started'.
2116568172|8343d2b5||Kaer Morhen
2116568173|8343d2b6||Lilac and Gooseberries
2116568174|8343d2b7||The Beast of White Orchard
2116568175|8343d2b8||The Incident at White Orchard
2116568176|96ce2f66||Imperial Audience
2116568177|d5c9505f||The Nilfgaardian Connection
2116568178|d5c95060||Bloody Baron
2116568179|d5c95061||Ciri's Story: The King of the Wolves
2116568180|d5c95062||Family Matters
2116568181|d5c95063||A Princess in Distress
2116568182|d5c95064||Ciri's Story: The Race
2116568183|d5c95065||Ciri's Story: Out of the Shadows
2116568184|d5c95066||Hunting a Witch
2116568185|d5c95067||Wandering in the Dark
2116568186|d5c9507d||Ladies of the Wood
2116568187|d5c9507e||The Whispering Hillock
2116568188|d5c9507f||Ciri's Story: Fleeing the Bog
2116568189|77955f5b||Pyres of Novigrad
2116568190|77955f5c||Novigrad Dreaming
2116568191|77955f5d||Broken Flowers
2116568192|77955f5e||Get Junior
2116568193|77955f5f||Ciri's Story: Visiting Junior
2116568194|77955f60||Count Reuven's Treasure
2116568195|77955f61||A Favor for Radovid
2116568196|77955f62||The Play's the Thing
2116568197|77955f63||A Poet Under Pressure
2116568198|77955f79||Ciri's Story: Breakneck Speed
2116568199|25271843||Destination: Skellige
2116568200|25271844||The King is Dead – Long Live the King
2116568201|25271845||Echoes of the Past
2116568202|25271846||Missing Persons
2116568203|25271847||Nameless
2116568204|25271848||The Calm Before the Storm
2116568205|25271849||A Mysterious Passenger
2116568206|5115867c||Ugly Baby
2116568207|5115867d||Disturbance
2116568208|5115867e||To Bait a Forktail...
2116568209|5115867f||The Final Trial
2116568210|51158680||No Place Like Home
2116568211|51158681||Va Fail, Elaine
2116568212|51158682||Brothers In Arms: Velen
2116568213|51158683||Brothers In Arms: Novigrad
2116568214|51158684||Brothers In Arms: Skellige
2116568215|5115869a||Brothers In Arms: Nilfgaard
2116568216|5115869b||The Isle of Mists
2116568217|5115869c||The Battle of Kaer Morhen
2116568218|5115869d||Blood on the Battlefield
2116568219|5115fadb||Bald Mountain
2116568220|5115fadc||Final Preparations
2116568221|5115fadd||Blindingly Obvious
2116568222|5115fade||The Great Escape
2116568223|5115fadf||Payback
2116568224|5115fae0||Through Time and Space
2116568225|5115fae1||Battle Preparations
2116568226|5115fae2||The Sunstone
2116568227|5115fae3||Veni Vidi Vigo
2116568228|5115faf9||Child of the Elder Blood
2116568229|5115fafa||Skjall's Grave
2116568230|5115fafb||On Thin Ice
2116568231|5115fafc||Tedd Deireadh, The Final Age
2116568232|5115fafd||Something Ends, Something Begins
2116568233|d3efe963||Evil's Soft First Touches
2116568234|d3efe964||Dead Man's Party
2116568235|d3efe965||Open Sesame!
2116568236|d3efe966||Open Sesame: Witcher Seasonings
2116568237|d3efe967||Open Sesame: Breaking and Entering
2116568238|d3efe968||Open Sesame: The Safecracker
2116568239|d3efe969||Scenes From a Marriage
2116568240|d3efe96a||Whatsoever a Man Soweth...
2116568241|69fc0376||Envoys, Wineboys
2116568242|69fc0377||The Beast of Toussaint
2116568243|69fc0378||Blood Run
2116568244|69fc0379||La Cage au Fou
2116568245|69fc037a||Where Children Toil, Toys Waste Away
2116568246|69fc037b||Wine is Sacred
2116568247|69fc037c||The Man from Cintra
2116568248|69fc037d||Capture the Castle
2116568249|69fc037e||The Night of Long Fangs
2116568250|69fc0394||Beyond Hill and Dale...
2116568251|69fc0395||Blood Simple
2116568252|69fc0396||What Lies Unseen
2116568253|69fc0397||Tesham Mutna
2116568254|69fc0398||Pomp and Strange Circumstance
2116568255|69fc0399||Burlap is the New Stripe
2116568256|69fc039a||Be It Ever So Humble...
2116568257|28ebf2b8||A Frying Pan, Spick and Span
2116568258|28ebf2b9||Epilogue: Faithful Friend <font size="17">(Empress Ending Only)</font>
2116568259|28ebf2ba||Missing in Action
2116568260|28ebf2bb||On Death's Bed
2116568261|28ebf2bc||Precious Cargo
2116568262|28ebf2bd||Twisted Firestarter
2116568263|2b2b1240||A Dog's Life
2116568264|2b2b1241||A Favor for a Friend
2116568265|2b2b1242||A Greedy God
2116568266|2b2b1243||A Towerful of Mice
2116568267|2b2b1244||An Invitation from Keira Metz
2116568268|2b2b1245||Bitter Harvest
2116568269|2b2b1246||Blood Ties
2116568270|2b2b1247||Ciri's Room
2116568271|2b2b1248||Death By Fire
2116568272|2b2b125e||Defender of the Faith
2116568273|2b2b125f||Fake Papers
2116568274|2b2b1260||Fists of Fury: Velen
2116568275|2b2b1261||Fools' Gold
2116568276|2b2b1262||For the Advancement of Learning
2116568277|2b2b1263||Forefathers' Eve
2116568278|2b2b1264||Funeral Pyres
2116568279|2b2b1265||Ghosts of the Past
2116568280|2b2b1266||Gwent: Velen Players
2116568281|2b2b1267||Hazardous Goods
2116568282|2b2b127d||Last Rites
2116568283|2b2b127e||Love's Cruel Snares
2116568284|2b2b127f||Lynch Mob
2116568285|2b2b1280||Magic Lamp
2116568286|2b2b1281||Races: Crow's Perch
2116568287|2b2b1282||Return to Crookback Bog
2116568288|2b2b1283||Take What You Want
2116568289|2b2b1284||The Fall of the House of Reardon
2116568290|2b2b1285||The Truth is in the Stars
2116568291|2b2b129c||Thou Shalt Not Pass
2116568292|2b2b129d||Where the Cat and Wolf Play...
2116568293|2b2b129e||Wild at Heart
2116568294|2b2b129f||Witcher Wannabe
2116568295|2b2b12a0||In the Eternal Fire's Shadow
2116568296|2b2b1356||Little Sisters
2116568297|881632b8||A Barnful of Trouble
2116568298|881632b9||A Dangerous Game
2116568299|881632ba||A Deadly Plot
2116568300|881632bb||A Feast for Crows
2116568301|881632bc||A Final Kindness
2116568302|881632bd||A Matter of Life and Death
2116568303|881632be||A Midnight Clear
2116568304|881632bf||A Tome Entombed
2116568305|881632c0||A Walk on the Waterfront
2116568306|881632d6||An Eye for an Eye
2116568307|881632d7||Avid Collector
2116568308|881632d8||Cabaret
2116568309|881632d9||Carnal Sins
2116568310|881632da||Empty Coop
2116568311|881632db||Enchanting: Quality Has Its Price
2116568312|881632dc||Enchanting: Start-up Costs
2116568313|881632dd||Fencing Lessons
2116568314|881632de||Fists of Fury: Novigrad
2116568315|881632df||Gwent: Big City Players
2116568316|881632f5||Gwent: Playing Innkeeps
2116568317|881632f6||Gwent: Playing Thaler
2116568318|881632f7||Haunted House
2116568319|881632f8||Hey, You Wanna Look at my Stuff?
2116568320|881632f9||Hidden Messages of the Nilfgaardian Kind
2116568321|881632fa||High Stakes
2116568322|881632fb||Honor Among Thieves
2116568323|881632fc||It Takes Three to Tango
2116568324|881632fd||Little Red
2116568325|881632fe||Message from an Old Friend
2116568326|88163314||Novigrad Hospitality
2116568327|88163315||Novigrad, Closed City
2116568328|88163316||Now or Never
2116568329|88163317||Of Dairy and Darkness
2116568330|88163318||Of Swords and Dumplings
2116568331|88163319||Out On Your Arse!
2116568332|8816331a||Race: The Great Erasmus Vegelbud Memorial Derby
2116568333|8816331b||Races: Swift as the Western Winds
2116568334|8816331c||Reason of State
2116568335|8816331d||Redania's Most Wanted
2116568336|88163333||Rose on a Red Field
2116568337|88163334||Rough Neighborhood
2116568338|88163335||Spooked Mare
2116568339|88163336||The Dwarven Document Dilemma
2116568340|88163337||The Gangs of Novigrad
2116568341|88163338||The Nobleman Statuette
2116568342|88163339||The Soldier Statuette
2116568343|8816333a||The Taxman Cometh
2116568344|8816333b||The Volunteer
2116568345|8816333c||Warehouse of Woe
2116568346|88163352||Without a Trace
2116568347|88163353||Novigrad, Closed City II
2116568348|88163354||Enchanting: Mastery Demands Sacrifice
2116568349|881633ce||Ciri's Sole Memento
2116568350|f7f89fa0||A Bard's Beloved
2116568351|f7f89fa1||A Hallowed Horn
2116568352|f7f89fa2||Abandoned Sawmill
2116568353|f7f89fa3||An Unpaid Debt
2116568354|f7f89fa4||Armed Assault
2116568355|f7f89fa5||Brave Fools Die Young
2116568356|f7f89fa6||Coronation
2116568357|f7f89fa7||Crime and Punishment
2116568358|f7f89fa8||Finders Keepers
2116568359|f7f89fbe||Fists of Fury: Champion of Champions
2116568360|f7f89fbf||Fists of Fury: Skellige
2116568361|f7f89fc0||Flesh for Sale
2116568362|f7f89fc1||For Fame and Glory
2116568363|f7f89fc2||Free Spirit
2116568364|f7f89fc3||From a Land Far, Far Away
2116568365|f7f89fc4||Gwent: Skellige Style
2116568366|f7f89fc5||Hard Times
2116568367|f7f89fc6||In Wolf's Clothing
2116568368|f7f89fc7||Iron Maiden
2116568369|f7f89fdd||King's Gambit
2116568370|f7f89fde||Master of the Arena
2116568371|f7f89fdf||Peace Disturbed
2116568372|f7f89fe0||Possession
2116568373|f7f89fe1||Practicum in Advanced Alchemy
2116568374|f7f89fe2||Shock Therapy
2116568375|f7f89fe3||Stranger in a Strange Land
2116568376|f7f89fe4||Taken as a Lass
2116568377|f7f89fe5||The Cave of Dreams
2116568378|f7f89fe6||The Family Blade
2116568379|f7f89ffc||The Heroes' Pursuits: Fayrlund
2116568380|f7f89ffd||The Heroes' Pursuits: For the Goddess' Glory
2116568381|f7f89ffe||The Heroes' Pursuits: Fyresdal
2116568382|f7f89fff||The Heroes' Pursuits: Kaer Trolde
2116568383|f7f8a000||The Last Wish
2116568384|f7f8a001||The Lord of Undvik
2116568385|f7f8a002||The Nithing
2116568386|f7f8a003||The Path of Warriors
2116568387|f7f8a004||The Price of Honor
2116568388|f7f8a005||The Sad Tale of the Grossbart Brothers
2116568389|f7f8a01b||The Tower Outta Nowheres
2116568390|f7f8a01c||Worthy of Trust
2116568391|23ff3536||Berengar's Blade
2116568392|23ff3537||Greenhouse Effect
2116568393|23ff3538||Monster Slayer
2116568394|23ff3539||The Bastion
2116568395|23ff353a||The Witchers' Forge
2116568396|e8bf00de||A Knight's Tales
2116568397|e8bf00df||A Portrait of the Witcher as an Old Man
2116568398|e8bf00e0||Amidst the Mill's Grist
2116568399|e8bf00e1||Big Feet to Fill
2116568400|e8bf00e2||Big Feet to Fill: The First Group
2116568401|e8bf00e3||Big Feet to Fill: The Second Group
2116568402|e8bf00e4||Big Feet to Fill: The Third Group
2116568403|e8bf00e5||Big Feet to Fill: The Forth Group
2116568404|e8bf00e6||Big Feet to Fill: The Fifth Group
2116568405|e8bf00fc||Duck, Duck, Goosed!
2116568406|e8bf00fd||Extreme Cosplay
2116568407|e8bf00fe||Father Knows Worst
2116568408|e8bf00ff||Fists of Fury: Toussaint
2116568409|e8bf0100||Goodness, Gracious, Great Balls of Granite!
2116568410|e8bf0101||Gwent: Never Fear, Skellige's Here
2116568411|e8bf0102||Gwent: To Everything - Turn, Turn, Tournament!
2116568412|e8bf0103||Knight for Hire
2116568413|e8bf0104||Master Master Master Master!
2116568414|e8bf0105||Mutual of Beauclair's Wild Kingdom
2116568415|e8bf011b||No Place Like Home
2116568416|e8bf011c||Of Sheers and a Witcher I Sing
2116568417|e8bf011d||Paperchase
2116568418|e8bf011e||Raging Wolf
2116568419|e8bf011f||The Hunger Game
2116568420|e8bf0120||The Perks of Being a Jailbird
2116568421|e8bf0121||The Warble of a Smitten Knight
2116568422|e8bf0122||The Words of the Prophets Are Written on Sarcophagi
2116568423|e8bf0123||There Can Be Only One
2116568424|e8bf0124||Till Death Do You Part
2116568425|e8bf013a||Turn and Face the Strange
2116568426|e8bf013b||Vintner's Contract: Chuchote Cave
2116568427|e8bf013c||Vintner's Contract: Cleaning Those Hard-to-Reach Places
2116568428|e8bf013d||Vintner's Contract: Duchaton Crest
2116568429|e8bf013e||Vintner's Contract: Dun Tynne Hillside
2116568430|e8bf013f||Vintner's Contract: Rivecalme Storehouse
2116568431|e8bf0140||Wine Wars: Belgaard
2116568432|e8bf0141||Wine Wars: Consorting
2116568433|e8bf0142||Wine Wars: Coronata
2116568434|e8bf0143||Wine Wars: The Deus in the Machina
2116568435|e8bf0159||Wine Wars: Vermentino
2116568436|e8bf01f4||A Night To Remember
2116568437|e787091a||Black Pearl
2116568438|e787091b||Collect 'Em All
2116568439|e787091c||Following the Thread
2116568440|e787091d||Gwent: Old Pals
2116568441|e787091e||Master Armorers
2116568442|0fc3d7b3||Contract: Devil by the Well
2116568443|efaf01a5||Contract: Jenny o' the Woods
2116568444|efaf01a6||Contract: Missing Brother
2116568445|efaf01a7||Contract: Mysterious Tracks
2116568446|efaf01a8||Contract: Patrol Gone Missing
2116568447|efaf01a9||Contract: Phantom of the Trade Route
2116568448|efaf01aa||Contract: Shrieker
2116568449|efaf01ab||Contract: Swamp Thing
2116568450|efaf01ac||Contract: The Beast of Honorton
2116568451|efaf01ad||Contract: The Griffin from the Highlands
2116568452|efaf01c3||Contract: The Merry Widow
2116568453|efaf01c4||Contract: The Mystery of the Byways Murders
2116568454|efaf01c5||Contract: Woodland Beast
2116568455|3d85cd33||Contract: An Elusive Thief
2116568456|3d85cd34||Contract: Deadly Delights
2116568457|3d85cd35||Contract: Doors Slamming Shut
2116568458|3d85cd36||Contract: Lord of the Wood
2116568459|3d85cd37||Contract: The Apiarian Phantom
2116568460|3d85cd38||Contract: The Creature from Oxenfurt Forest
2116568461|3d85cd39||Contract: The Oxenfurt Drunk
2116568462|3d85cd3a||Contract: The White Lady
2116568463|ad683a1b||Contract: Dragon
2116568464|ad683a1c||Contract: Here Comes the Groom
2116568465|ad683a1d||Contract: Missing Miners
2116568466|ad683a1e||Contract: Missing Son
2116568467|ad683a1f||Contract: Muire D'yaeblen
2116568468|ad683a20||Contract: Skellige's Most Wanted
2116568469|ad683a21||Contract: Strange Beast
2116568470|ad683a22||Contract: The Phantom of Eldberg
2116568471|ad683a23||In the Heart of the Woods
2116568472|e142b5c3||Contract: Big Game Hunter
2116568473|e142b5c4||Contract: Bovine Blues
2116568474|e142b5c5||Contract: The Tufo Monster
2116568475|e142b5c6||Contract: Equine Phantoms
2116568476|e142b5c7||Contract: Feet as Cold as Ice
2116568477|df49e0e3||Deserter Gold
2116568478|df49e0e4||Dirty Funds
2116568479|df49e0e5||Temerian Valuables
2116568480|8efbee75||A Costly Mistake
2116568481|8efbee76||A Plea Ignored
2116568482|8efbee77||An Unfortunate Turn of Events
2116568483|8efbee78||Battlefield Loot
2116568484|8efbee79||Blood Gold
2116568485|8efbee7a||Don't Play with the Gods
2116568486|8efbee7b||Dowry
2116568487|8efbee7c||Hidden from the World
2116568488|8efbee7d||Lost Goods
2116568489|8efbee93||Out of the Frying Pan, into the Fire
2116568490|8efbee94||Queen Zuleyka's Treasure
2116568491|8efbee95||Sunken Chest
2116568492|8efbee96||Sunken Treasure
2116568493|8efbee97||The Dead Have No Defense
2116568494|8efbee98||The Things Men Do For Coin...
2116568495|8efbee99||Tough Luck
2116568496|365fee63||A Dark Legacy
2116568497|365fee64||A Surprise Inheritance
2116568498|365fee65||Coast of Wrecks
2116568499|365fee66||From Ofier's Distant Shores
2116568500|365fee67||The Cursed Chapel
2116568501|365fee68||The Drakenborg Redemption
2116568502|365fee69||The Royal Air Force
2116568503|365fee6a||The Secret Life of Count Romilly
2116568504|365fee6b||The Sword, Famine and Perfidy
2116568505|365fee81||Tinker, Hunter, Soldier, Spy
2116568506|a6425b4b||Family Fortune
2116568507|a6425b4c||Freya Be Praised!
2116568508|a6425b4d||Hidden in the Depths
2116568509|a6425b4e||Inheritance
2116568510|a6425b4f||Ironsides' Treasure
2116568511|a6425b50||Nilfgaardian Treasure
2116568512|a6425b51||Not Only Eagles Dare
